clean_comment;v1;v2;v3;v4;v5;v6;label
usr bin python;6.588404605881602;-5.274582623011538;-2.7932938294376934;0.026760248217399342;-0.4976922691977774;0.6478438428747632;CODE
copyright 2014 google inc all rights reserved;1.1603741615353422;-7.456091061725835;-3.383098266404008;0.3098772266867371;0.32433113651624;0.7920039506553671;IRRE
copyright 2015 tim rae;1.3889989468428015;-11.53415324640411;-4.88829761315736;0.07982842533885451;0.2612030653457193;0.061146817701034216;-
licensed under the apache license version 2 0 the license;8.792439077358237;-0.14602130710811786;-0.13654949567196945;2.4070189858775;-0.27544413697122855;3.5889334119961718;META
you may not use this file except in compliance with the license;2.1997895451179885;1.5543382762545697;2.767946640810752;1.5902852707975148;0.4106663393406754;-2.2525767836181654;CODE
you may obtain a copy of the license at;1.9248894819157216;2.6493489402484034;1.5584459102000146;2.945888310006188;-0.417408098956373;1.9428743290031203;-
http www apache org licenses license 2 0;19.04778873599546;-3.7073104339047105;-8.284557478667708;1.4872256605046004;0.9032127737599377;1.1289268562938584;CODE
unless required by applicable law or agreed to in writing software;-0.27303973434932666;-5.8229046828534585;-1.296303335633439;1.6561659782228304;0.8818766659583042;-0.12898676174392804;CODE
distributed under the license is distributed on an as is basis;1.965127378063132;0.9606440607280405;2.9306722169417836;2.1020030422801947;-0.4056817217757412;1.0192759006057546;META
without warranties or conditions of any kind either express or implied;1.886264079397791;-3.948310490828064;-0.5374703797935564;1.1924158516818602;-0.32193872604672785;1.2207918057454639;-
see the license for the specific language governing permissions and;1.6235006402053496;0.05341618115708127;-2.127609501374639;1.4174839447955736;-0.10841075345378917;2.109643726608462;CODE
limitations under the license;8.413002676539035;0.3351708522741301;0.6760860270890139;2.1859867537804445;-0.3421347932258293;3.6622825236848207;-
usr bin env python;5.481663883905302;-6.858208652959634;-3.218216503563211;0.044002959803031455;-0.28441779695740166;0.5827093104748874;CODE
copyright 2006 2007 google inc all rights reserved;1.1603741615353422;-7.456091061725835;-3.383098266404008;0.3098772266867371;0.32433113651624;0.7920039506553671;IRRE
author danderson google com david anderson;7.01206137175819;-8.186359377067893;-8.087953594895067;0.5778672214439462;0.6882951179211475;0.015779327796845467;META
script for uploading files to a google code project;2.0351315665260916;-3.707005817547107;-1.8461969217289944;0.829224480014236;1.4435338762290768;-0.6119453740772532;CODE
this is intended to be both a useful script for people who want to;-0.39871442985369804;-1.623964492685997;2.382212193902874;2.114863771294138;0.9075435809504114;-3.11608005460391;CODE
streamline project uploads and a reference implementation for;0.26267548633474586;-5.405450663349958;-3.437801377405545;-0.9179899136512828;-0.20198178927573357;0.15176377287817014;CODE
uploading files to google code projects;1.9602308897511758;-5.328580118763233;-1.9591632413187055;2.274581811826342;2.466957352089782;-0.14760748714072133;CODE
to upload a file to google code you need to provide a path to the;-0.7419342723346483;-0.03821199536226934;0.920298019980542;4.927653843086693;4.346202881965663;-0.8124343739356252;CODE
file on your local machine a small summary of what the file is a;-0.2723538793869319;-0.43541807046954667;-1.9152632763600181;1.4445270194406132;-1.042794751950667;0.7922156949264763;-
project name and a valid account that is a member or owner of that;-2.0094031134929002;-0.6346334984411094;0.747800850752952;0.3722959765830701;-0.2280334599176505;0.4474642647811991;-
project you can optionally provide a list of labels that apply to;-2.534928752973122;0.6021626695665024;0.9468831751928881;2.0984535456068185;1.915629321196801;-1.0628091672374953;-
the file the file will be uploaded under the same name that it has;-3.5743944899928843;4.450559763736929;2.0242820590748467;3.1895292114048925;1.7836749617939038;0.9175923410300364;CODE
in your local filesystem that is the basename or last path;-0.8649393679386005;-0.6017051621203944;-0.12740657777981834;1.3472564226925885;-0.6569066295100447;0.2519979230024469;CODE
component run the script with help to get the exact syntax;-1.0601687793090988;-0.0007088660499365993;-1.5308570897102358;1.923852839764639;1.242751210562473;1.8625304575290862;CODE
and available options;-0.6606532736042412;-0.5811276222463292;-0.691919004933007;-1.0593338965631551;-1.0372307187970597;0.8405200702277881;-
note that the upload script requests that you enter your;-1.4261652274294652;-0.4054867765667313;-0.3861032358725683;1.742134636184711;1.4967087178279446;0.004177970499602848;CODE
googlecode com password this is not your gmail account password;5.779974641587402;-3.394438039226527;-1.7225047147301042;0.6990101079610932;-1.0224774788918574;-3.481468083012243;CODE
this is the password you use on googlecode com for committing to;1.8808912676101897;0.9363609201478228;-1.8570025385986932;1.9522251700576985;0.5850750996628122;-2.6494841292601725;CODE
subversion and uploading files you can find your password by going;-0.22133157882177473;-3.1970957472477433;-1.1057531926374036;1.2913033750972112;1.8263121287271122;-0.5610344038612274;META
to http code google com hosting settings when logged in with your;4.726359759129657;-1.374768405073591;-3.766607662708422;1.317646515074893;1.219339806527727;0.1138738275141684;IRRE
gmail account if you have already committed to your project s;0.2880050370178713;-3.9785761466739564;1.375949505778761;2.173069255689403;1.3906448762103725;-2.1736003172870406;CODE
subversion repository the script will automatically retrieve your;-0.6728530111954774;-4.259430712459112;-1.8257460894176514;1.409413917963843;1.4478279347978247;0.228786342175776;IRRE
credentials from there unless disabled see the output of help;-0.9297835668735411;-0.6902086639171807;-2.5774358112188573;0.6421239127811913;0.2928400680427334;1.3269305159081168;IRRE
for details;0.49733695201623407;-0.16382075469680718;-4.041699176913316;-2.7413783486510472;-2.133353187084544;-1.769755665216411;CODE
if you are looking at this script as a reference for implementing;0.035234353468560575;-1.0246113884033157;1.5027326966752776;0.07252304788685154;-1.7058904214863349;-3.490766204212405;CODE
your own google code file uploader then you should take a look at;-0.3127470593162435;-1.9940130689240614;0.3617109690145635;1.599641199679462;1.7536951753663104;-1.1081259849261509;CODE
the upload function which is the meat of the uploader you;-1.7137943766867327;0.40518355874941103;-1.377350178508778;1.6061114731263706;-2.277712383528356;1.0217316847791251;CODE
basically need to build a multipart form data post request with the;-1.3730696909239997;-1.2642541038199546;-1.611300504203732;1.7226905071321357;1.799165819305719;0.31749323357065035;CODE
right fields and send it to https project googlecode com files;6.7655812791214425;0.43062785965524236;-4.8024476047895925;2.739006277478949;1.9641086126412453;-0.04063845653859677;CODE
authenticate the request using http basic authentication as is;0.7514257989051445;-1.142504676555859;-3.1005141373639815;1.3141257565141922;0.5456412989273098;1.4243763581246986;CODE
shown below;0.9806924052905156;-4.062996435610622;-0.8991996024615957;1.1435846855873826;0.16819392807308114;-1.2348169874338615;-
licensed under the terms of the apache software license 2 0;2.8250256865346706;-1.579439121322003;-2.5855498513173734;1.967984456707017;-1.2182386804772933;3.608893271027465;-
http www apache org licenses license 2 0;19.04778873599546;-3.7073104339047105;-8.284557478667708;1.4872256605046004;0.9032127737599377;1.1289268562938584;CODE
questions comments feature requests and patches are most welcome;-1.6899575710928947;-4.2235501420915;-1.6593202890445002;-0.34999246476987333;-0.7572618833127669;1.1350385910451932;TASK
please direct all of these to the google code users group;-1.109286092187867;-0.710872396872093;-1.760681578876329;2.328554031899355;0.6556443099125022;1.6674614634753033;IRRE
http groups google com group google code hosting;9.560309426025976;-3.5451932612744423;-7.091493101710291;0.8120038651583423;1.001169532491757;0.08776104749198436;CODE
the login is the user part of user gmail com if the login provided;1.5855779170904816;0.6139560136777689;-3.9974077130077337;2.0170007952632623;-1.3558564528107975;1.4527596777241878;-
is in the full user domain form strip it down;0.12000667977374062;-0.4338857382170054;-0.6441587671130872;2.1629982440000215;0.08414839954787794;0.13696905248021815;CODE
add the metadata about the upload first;-3.1005114931649254;2.61488149396166;-2.0832933533859035;2.557744698394283;0.6726646530869814;1.8961504635811506;TASK
now add the file itself;-2.034093779227795;1.9426614708133432;-0.9207424327856403;2.192964019846314;1.6180340589131639;0.46325412764922874;TASK
the upload server determines the mime type no need to set it;-0.8151944059313151;-0.9987318574820276;2.4510764622835888;2.530443191203677;1.5065033446801683;0.41812150825252187;TASK
finalize the form body;1.7176259079834766;-3.3931491660537394;-4.5005494350619974;1.5208910138467284;-0.4053569515792742;2.5960628110072963;CODE
