clean_comment;v1;v2;v3;v4;v5;v6;label
usr bin python;0.03196304817333486;0.0020060613669316556;0.4731566582428843;0.2689776613511985;0.6692639456327275;-0.5048107613748355;CODE
copyright 2014 google inc all rights reserved;0.06945718780746338;0.0001836437916608788;0.9371194641409928;0.2303399402373243;0.1494350122727871;-0.20394966119960325;IRRE
copyright 2015 tim rae;0.09464098664327165;0.00026857134735133525;0.8281858446930533;-0.20304865915263806;0.4892880253337181;0.1565876382350153;-
licensed under the apache license version 2 0 the license;0.17361171430860436;0.7424387161086498;0.535002944655039;-0.2232065989788562;-0.02736278958194694;0.2860868165553786;META
you may not use this file except in compliance with the license;0.1333674262949158;0.4073095049514025;0.8466138789579201;0.05552137328949434;0.07607104188122124;-0.3011438367801868;CODE
you may obtain a copy of the license at;0.11385135144374271;0.3552711098332796;0.636463620406346;-0.30164326294497845;0.0012174373130024354;0.6039405831352993;-
http www apache org licenses license 2 0;0.006977828946643336;0.9793907748070628;0.033710344124968934;0.0739788452814387;0.18310910258148852;0.02463371323239032;CODE
unless required by applicable law or agreed to in writing software;0.05553310443301751;0.0008596508925398048;0.7951068261026519;-0.002801400613340832;0.17983378113178905;-0.5765175051252036;CODE
distributed under the license is distributed on an as is basis;0.12847322433734096;0.39911027949111527;0.8107792572570276;-0.05938433014474562;0.09418782768868583;-0.39299461304600614;META
without warranties or conditions of any kind either express or implied;0.06263151892475793;0.0014162026345380682;0.8683226510489832;-0.1923126103569763;0.0827117545205155;0.4452703520832764;-
see the license for the specific language governing permissions and;0.1962871567751481;0.3679297549332973;0.8093882470816444;0.13141308192215595;-0.06837544281593134;0.38606361357346447;CODE
limitations under the license;0.17356336499283515;0.7435080488285136;0.5348643547244313;-0.224463626205134;-0.034726592168454716;0.2817832607022743;-
usr bin env python;0.030782254595908696;0.0019040982493947975;0.46663107136629894;0.2659023139937648;0.6586500983386879;-0.5260991140636783;CODE
copyright 2006 2007 google inc all rights reserved;0.06947300302297653;0.0001844383071473779;0.9456748131425389;0.21657256840800324;0.11131239652371254;-0.20390803960269216;IRRE
author danderson google com david anderson;0.05646527171850582;-7.078055317909798e-05;-0.005190317049602529;0.3200788424585486;0.9257393022758877;0.19323821444254047;META
script for uploading files to a google code project;0.048610149591640166;0.00029317091636504264;0.6990809093660039;0.63625428396246;-0.06298918849425204;-0.3164422504024172;CODE
this is intended to be both a useful script for people who want to;0.04203523574173666;0.0003719780467070725;0.6479251173322048;0.26744161481589834;0.10400568920051922;-0.704332124921977;CODE
streamline project uploads and a reference implementation for;0.04592371647222017;0.00029048002678452596;0.6182787678982024;0.7540386115269423;-0.1844361099174501;0.11415509948334993;CODE
uploading files to google code projects;0.04407441371967664;0.00029622397007631737;0.6371633447778536;0.011649584813182024;0.2049610245555813;-0.741576358822833;CODE
